sample_id,label,latitude,longitude,elevation_m,slope_deg,aspect_deg,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,soil_clay_pct,soil_sand_pct,soil_silt_pct,soil_bulk_density,soil_ph,soil_organic_carbon,lc_tree_cover,lc_builtup,saturation_pct,cohesion_kpa,split_target,state,district,corridor,event_date,geology,trigger,sample_type,data_pedigree
LS-POS-0230,1,25.2783,92.8641,964.4,30.45,249.2,12.31,25.28,16.0,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,45.3,13.5,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-08-11,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0231,1,25.3026,93.0381,786.5,28.74,82.2,0.97,40.23,19.44,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,47.3,11.6,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-08-18,Disang Siltstone,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0232,1,25.2489,92.8508,550.2,26.64,203.8,25.16,106.92,51.68,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,64.2,12.2,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-05-18,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0233,1,25.1943,93.1069,467.3,38.76,207.6,77.92,162.18,101.3,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,74.2,16.8,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-06-18,Barail Sandstone,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0234,1,25.0569,92.9788,884.6,29.28,101.7,34.52,108.5,52.44,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,62.8,14.8,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-07-12,Disang Siltstone,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0235,1,25.2975,93.0581,692.6,28.69,61.9,6.71,17.63,8.72,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,39.8,9.0,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-08-05,Tertiary Clay Shale,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0236,1,25.2904,93.1566,955.5,32.59,257.1,6.71,17.63,8.72,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,41.3,12.9,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-08-05,Disang Siltstone,Toe Erosion by Jatinga River,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0237,1,25.0855,93.014,1033.1,34.44,142.8,7.56,21.89,10.58,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,40.5,14.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-08-05,Barail Sandstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0238,1,25.1504,92.8605,437.7,44.3,256.3,1.86,25.24,12.2,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,42.3,15.2,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2021-06-25,Barail Sandstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0239,1,25.0668,93.1911,584.6,34.29,298.1,25.41,41.23,33.03,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,46.7,13.4,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-07-10,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0240,1,25.2618,93.1025,456.4,45.89,60.5,22.56,77.73,37.57,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,55.9,12.6,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-07-12,Disang Siltstone,Railway Cut Slope Failure,POSITIVE_LANDSLIDE,REAL_OBSERVATION
NON-LS-BG-0241,0,25.1916,92.8554,533.6,3.54,89.8,6.92,15.1,9.0,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,40.8,7.9,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2021-07-28,Tertiary Clay Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0242,0,25.1849,93.1607,381.7,34.71,50.1,22.88,41.49,29.74,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,47.6,8.3,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-08-11,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0243,0,25.2097,93.0144,578.8,34.81,317.6,13.43,55.66,26.9,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,47.4,8.7,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-10-25,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0244,0,25.2863,93.0998,681.6,14.75,203.5,0.0,0.3,0.14,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,37.9,7.9,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-03-25,Tertiary Clay Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0245,0,25.2326,92.9898,415.8,4.81,246.2,15.8,19.52,20.54,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,42.7,9.3,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-08-08,Tertiary Clay Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0246,0,25.2135,93.2422,495.0,7.85,195.7,0.09,0.09,0.12,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,39.2,13.6,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-02-14,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0247,0,25.1954,92.9163,997.0,13.2,165.7,2.83,15.01,7.25,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,42.2,15.3,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2021-09-02,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0248,0,25.2748,92.9662,886.1,4.34,283.1,0.0,0.18,0.09,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,39.7,16.2,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-11-20,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0249,0,25.0994,92.9821,865.0,9.23,313.4,0.0,0.0,0.0,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,37.6,13.5,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-01-18,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0250,0,25.1216,93.0305,1024.5,39.59,327.3,1.24,30.64,14.81,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,43.9,16.1,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-08-18,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0251,0,25.2116,93.0491,409.7,37.03,158.8,4.69,24.81,11.99,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,44.9,10.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-07-19,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0252,0,25.0782,92.9927,865.5,34.54,329.4,13.43,55.66,26.9,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,52.7,9.0,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-10-25,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0253,0,25.2099,92.9132,822.4,25.03,60.8,77.92,162.18,101.3,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,73.8,10.2,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-06-18,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0254,0,25.3403,93.1927,418.2,11.88,240.5,5.18,19.74,9.54,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,41.2,14.3,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-09-15,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0255,0,25.2404,92.9164,952.5,8.13,189.9,0.0,0.2,0.1,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,38.0,7.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-11-20,Tertiary Clay Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0256,0,25.2658,93.2061,391.5,27.12,194.7,22.56,77.73,37.57,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,52.5,14.4,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-07-12,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0257,0,25.2631,92.9757,665.3,12.86,294.9,6.86,13.9,8.92,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,38.4,12.1,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-07-22,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0258,0,25.1233,92.8952,396.9,41.32,68.9,13.48,35.92,17.52,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,44.9,14.7,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2021-08-14,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0259,0,25.2341,93.0242,739.5,37.06,228.3,3.33,23.53,11.37,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,42.1,10.0,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2021-04-20,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0260,0,25.1475,93.1245,384.7,5.1,27.7,0.0,0.06,0.03,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,35.1,14.3,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2020-01-22,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0261,0,25.1147,92.9942,383.9,12.16,313.6,0.0,0.0,0.0,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,40.1,15.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-01-18,Barail Sandstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0262,0,25.2495,92.9541,970.1,11.05,165.7,6.92,15.1,9.0,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,39.2,9.4,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2021-07-28,Tertiary Clay Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0263,0,25.3075,92.9669,972.6,41.01,201.3,17.21,55.32,26.74,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,47.9,12.5,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-10-25,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0264,0,25.2385,93.0631,779.9,46.98,34.8,3.33,36.98,17.87,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,48.9,18.0,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-09-02,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0265,0,25.1226,92.855,663.7,6.62,267.5,6.92,15.1,9.0,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,42.9,12.2,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2021-07-28,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0266,0,25.0644,93.2112,931.7,40.71,225.4,13.43,55.66,26.9,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,51.3,16.8,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2022-10-25,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0267,0,25.2094,93.1853,535.4,26.22,237.2,13.43,55.66,26.9,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,49.5,16.6,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2022-10-25,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0268,0,25.1257,92.9381,677.4,32.1,298.5,1.24,30.64,14.81,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,41.8,11.8,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-08-18,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0269,0,25.3137,93.0787,697.7,38.63,49.5,10.16,33.49,16.19,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,45.6,14.7,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2021-08-14,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0270,0,25.1522,92.9159,455.2,14.38,243.5,0.0,0.0,0.0,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,36.0,14.3,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-01-18,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0271,0,25.286,93.2383,519.6,6.26,228.3,6.66,6.66,8.66,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,42.4,9.2,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2020-04-15,Tertiary Clay Shale,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0272,0,25.0713,92.9518,588.9,30.41,349.8,25.41,41.23,33.03,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,49.1,11.0,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-07-10,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0273,0,25.1494,93.0428,473.1,47.19,307.5,34.52,108.5,52.44,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,59.7,12.8,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2019-07-12,Disang Siltstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0274,0,25.3032,92.964,659.5,46.74,142.9,18.1,40.7,23.53,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,46.4,14.3,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2020-06-25,Barail Sandstone,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0275,0,25.0842,92.9881,690.7,44.51,47.3,22.88,41.49,29.74,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,48.6,8.7,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2020-08-11,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
NON-LS-BG-0276,0,25.1324,93.0078,630.9,7.93,242.9,0.0,0.0,0.0,36.0,28.0,36.0,1.3,5.2,25.0,0.0,1.0,37.8,11.6,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2021-11-05,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0277,0,25.3362,93.1386,939.2,3.03,217.4,0.46,0.46,0.6,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,36.2,14.6,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2018-02-14,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0278,0,25.256,92.8958,604.3,8.47,270.4,3.35,23.08,11.16,36.0,28.0,36.0,1.3,5.2,25.0,1.0,0.0,40.4,11.9,TRAIN,Assam,Cachar,Assam Barail Range & Dima Hasao,2019-09-15,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0279,0,25.0713,92.8821,584.0,14.3,319.7,4.55,22.86,11.05,41.5,22.1,36.4,1.26,5.3,26.8,1.0,0.0,41.8,13.0,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2018-04-10,Disang Siltstone,None (Stable Terrain),BACKGROUND_STABLE,REAL_OBSERVATION
NON-LS-BG-0280,0,25.2296,93.0509,433.1,35.86,266.8,3.33,23.53,11.37,41.5,22.1,36.4,1.26,5.3,26.8,0.0,1.0,43.7,9.0,TRAIN,Assam,Dima Hasao,Assam Barail Range & Dima Hasao,2021-04-20,Tertiary Clay Shale,None (Stable Steep Terrain),STEEP_STABLE,REAL_OBSERVATION
LS-POS-0281,1,25.759,94.2402,1672.1,45.22,67.8,9.6,62.03,29.98,32.8,34.2,33.0,1.31,5.6,31.5,0.0,1.0,49.1,15.0,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2018-06-14,Barail Sandstone,Monsoon Hydrostatic Load,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0282,1,25.7198,94.2685,1507.2,32.54,232.0,7.36,58.72,28.38,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,53.0,12.6,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2022-09-15,Silty Loam Weathered Mantle,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0283,1,25.729,94.1855,1027.8,34.43,166.5,4.16,18.02,8.71,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,42.9,16.7,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2018-08-18,Barail Sandstone,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0284,1,25.7738,94.2158,869.0,46.68,151.1,3.8,34.66,16.75,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,47.2,10.2,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2018-09-02,Silty Loam Weathered Mantle,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0285,1,25.7577,94.1291,929.1,41.56,136.7,13.01,28.55,16.91,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,43.5,9.2,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2022-08-05,Disang Grey Shale,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0286,1,25.7552,94.0826,786.0,36.1,227.8,3.72,45.13,21.81,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,46.9,17.4,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2022-05-18,Barail Sandstone,Monsoon Hydrostatic Load,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0287,1,25.7817,94.0776,976.1,48.75,176.1,20.11,52.81,26.14,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,49.5,13.1,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2022-06-18,Silty Loam Weathered Mantle,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0288,1,25.6083,94.1269,1647.6,36.07,151.8,15.9,28.51,20.67,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,46.4,16.0,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-07-10,Barail Sandstone,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0289,1,25.694,94.0015,1219.1,30.73,173.0,4.08,27.21,13.15,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,46.5,9.3,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2019-06-28,Disang Grey Shale,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0290,1,25.7332,94.2982,1270.8,29.85,149.1,4.62,40.48,19.57,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,49.0,11.4,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2022-05-18,Silty Loam Weathered Mantle,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0291,1,25.7021,94.1395,918.7,39.63,141.2,0.7,16.43,7.94,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,41.6,9.1,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2022-07-19,Disang Grey Shale,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0292,1,25.848,94.1982,939.5,38.66,138.8,3.8,34.66,16.75,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,43.2,8.6,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2018-09-02,Disang Grey Shale,Monsoon Hydrostatic Load,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0293,1,25.7741,93.9987,1179.6,41.15,282.7,4.31,32.81,15.86,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,47.7,12.5,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2018-08-18,Silty Loam Weathered Mantle,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0294,1,25.787,94.1493,1338.6,32.23,289.9,3.8,34.66,16.75,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,43.7,8.4,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2018-09-02,Disang Grey Shale,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0295,1,25.6397,94.1576,1319.2,35.42,193.3,13.72,44.5,21.51,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,45.9,14.1,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-08-11,Barail Sandstone,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0296,1,25.6173,94.1883,1200.1,28.72,70.3,18.22,36.21,23.69,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,48.6,8.8,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2021-09-02,Disang Grey Shale,Monsoon Hydrostatic Load,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0297,1,25.8264,94.1222,1052.2,38.32,208.6,4.09,32.15,15.54,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,43.9,9.4,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2021-08-14,Disang Grey Shale,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0298,1,25.8756,94.0768,1433.1,46.78,199.9,4.09,32.15,15.54,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,42.1,15.1,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2021-08-14,Barail Sandstone,Monsoon Hydrostatic Load,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0299,1,25.8868,94.0202,878.3,45.93,61.9,5.94,17.57,8.49,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,43.1,9.5,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2019-09-15,Disang Grey Shale,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0300,1,25.865,94.1069,1239.4,41.16,280.5,11.62,38.84,18.77,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,49.4,12.5,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2020-08-11,Silty Loam Weathered Mantle,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0301,1,25.7582,94.1714,1360.0,45.22,312.4,4.09,32.15,15.54,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,45.0,13.0,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2021-08-14,Silty Loam Weathered Mantle,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0302,1,25.6602,94.2981,860.8,28.05,63.6,13.36,65.25,31.54,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,54.8,9.9,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2018-06-14,Disang Grey Shale,Paglapahar Rockslide,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0303,1,25.6017,94.278,1519.7,44.99,152.8,4.22,13.46,6.51,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,43.8,13.1,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2019-09-15,Silty Loam Weathered Mantle,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0304,1,25.8169,94.0481,1398.7,28.51,300.9,4.27,32.67,15.79,33.0,34.0,33.0,1.32,5.5,30.0,1.0,0.0,47.4,10.5,TRAIN,Nagaland,Zunheboto,Nagaland Kohima - Paglapahar Axis (NH-29),2021-06-25,Silty Loam Weathered Mantle,Monsoon Hydrostatic Load,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0305,1,25.6217,94.2843,1250.3,34.29,174.1,18.22,36.21,23.69,32.8,34.2,33.0,1.31,5.6,31.5,1.0,0.0,47.4,11.8,TRAIN,Nagaland,Kohima,Nagaland Kohima - Paglapahar Axis (NH-29),2021-09-02,Silty Loam Weathered Mantle,Roadbed Subsidence,POSITIVE_LANDSLIDE,REAL_OBSERVATION
LS-POS-0306,1,25.6436,94.1985,1380.2,32.43,86.1,1.81,10.61,5.13,30.0,40.0,30.0,1.36,5.7,26.0,1.0,0.0,40.6,12.6,TRAIN,Nagaland,Dimapur,Nagaland Kohima - Paglapahar Axis (NH-29),2021-07-28,Silty Loam Weathered Mantle,Monsoon Hydrostatic Load,POSITIVE_LANDSLIDE,REAL_OBSERVATION
