sample_id,date,lat,lon,rainfall_24h_mm,rainfall_72h_mm,rainfall_surround_max_mm,rainfall_source,rainfall_data_pedigree,rainfall_is_missing
NON-LS-BG-0536,2021-08-14,25.5237,91.7487,65.42,164.41,85.05,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0537,2018-07-22,25.573,92.3304,18.12,35.47,23.56,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0538,2019-06-28,25.3054,91.5128,59.09,265.17,128.17,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0539,2020-11-12,25.3677,91.4551,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0540,2021-06-25,25.5403,92.1011,28.41,94.62,45.73,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0541,2022-08-05,25.2334,92.0633,26.77,59.78,34.8,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0542,2022-08-05,25.5349,91.8036,26.77,59.78,34.8,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0543,2019-08-08,25.2147,91.8239,15.63,33.13,20.32,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0544,2021-09-02,25.3516,91.7405,6.52,16.73,8.48,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0545,2018-07-22,25.4468,92.0398,30.97,57.64,40.26,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0511,2018-08-18,25.175,92.8777,1.24,30.64,14.81,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0512,2018-08-18,25.1075,92.8363,1.24,30.64,14.81,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0513,2022-06-18,25.2101,92.9535,77.92,162.18,101.3,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0514,2022-05-18,24.9758,93.1559,25.16,106.92,51.68,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0515,2019-01-18,25.137,92.9393,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0516,2020-08-11,25.0404,93.0345,22.88,41.49,29.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0517,2022-06-18,25.2221,92.9889,77.92,162.18,101.3,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0518,2018-02-14,25.3095,93.1036,0.46,0.46,0.6,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0519,2022-07-19,25.2695,92.9868,4.69,24.81,11.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0520,2019-01-18,25.1525,93.0032,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0546,2020-08-11,25.1693,92.9121,22.88,41.49,29.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0547,2019-08-08,25.3157,93.0059,15.8,19.52,20.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0548,2022-07-19,24.9968,92.8973,4.69,24.81,11.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0549,2022-09-15,25.2842,93.2133,5.18,19.74,9.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0550,2019-09-15,25.3121,92.8217,3.35,23.08,11.16,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0551,2019-07-12,25.2262,93.1293,22.56,77.73,37.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0552,2021-08-14,25.1507,93.2534,13.48,35.92,17.52,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0553,2021-07-28,25.2041,92.8469,6.92,15.1,9.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0554,2019-07-12,25.2166,93.1345,34.52,108.5,52.44,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0555,2019-07-12,25.3807,92.976,22.56,77.73,37.57,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0521,2022-01-15,25.8247,94.2272,0.0,2.96,1.43,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0522,2022-08-05,25.7071,94.0961,13.01,28.55,16.91,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0523,2018-11-20,25.5691,94.0811,0.0,0.09,0.04,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0524,2020-11-12,25.9333,93.8763,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0525,2020-09-22,25.9405,94.0703,15.3,27.98,19.89,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0526,2018-06-14,25.6338,94.2374,13.36,65.25,31.54,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0527,2020-11-12,25.8674,93.9988,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0528,2020-01-22,25.6052,93.9979,0.0,0.16,0.08,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0556,2020-11-12,25.8899,94.0431,0.01,0.05,0.02,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0557,2020-08-11,25.9801,94.0738,11.62,38.84,18.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0558,2022-09-15,25.5727,94.1804,7.36,58.72,28.38,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0559,2018-09-02,25.8906,94.208,3.8,34.66,16.75,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0560,2018-08-18,25.6786,94.2351,4.16,18.02,8.71,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0561,2020-07-10,25.6124,94.0687,15.9,28.51,20.67,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0562,2020-09-22,25.7039,94.3417,19.8,31.63,25.74,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0563,2018-08-18,25.5734,94.2911,4.16,18.02,8.71,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0529,2020-07-10,27.2749,92.555,44.61,68.18,57.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0530,2021-09-02,27.3492,92.2594,16.59,52.4,25.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0531,2018-09-02,27.2523,92.6421,4.67,15.12,7.31,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0532,2020-07-10,27.4409,92.6713,44.61,68.18,57.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0533,2021-08-14,27.0998,92.5542,1.62,14.44,6.98,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0534,2020-07-10,27.3696,92.6958,44.61,68.18,57.99,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
LS-POS-0535,2022-05-18,27.4816,92.1854,11.0,69.86,33.77,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0564,2019-12-05,27.2561,92.4934,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0565,2018-04-10,27.4644,92.5186,5.55,8.71,7.21,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0566,2022-07-19,27.1832,92.6533,1.78,9.12,4.41,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0567,2018-11-20,27.1857,92.2032,0.0,0.01,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0568,2019-09-15,27.3795,92.2132,5.78,22.38,10.82,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0569,2021-09-02,27.554,92.287,16.59,52.4,25.33,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
NON-LS-BG-0570,2021-02-10,27.5004,92.7743,0.0,0.0,0.0,NASA_POWER_GPM_IMERG_V07B,REAL_OBSERVATION,False
